epoch,accuracy,dice_loss,loss,val_accuracy,val_dice_loss,val_loss
36,0.9985368251800537,0.3548973798751831,0.3548973798751831,0.9967716336250305,0.6017137765884399,0.6017137765884399
37,0.9985496997833252,0.35290613770484924,0.35290613770484924,0.9967252612113953,0.6010885834693909,0.6010885834693909
38,0.998561680316925,0.35038939118385315,0.35038939118385315,0.9972101449966431,0.6019247770309448,0.6019247770309448
39,0.9985679984092712,0.3487688899040222,0.3487688899040222,0.9968198537826538,0.5969717502593994,0.5969717502593994
40,0.9985820055007935,0.347065806388855,0.347065806388855,0.9959781765937805,0.6193978190422058,0.6193978190422058
41,0.9985801577568054,0.34735602140426636,0.34735602140426636,0.9967546463012695,0.5974507927894592,0.5974507927894592
42,0.9986015558242798,0.34415027499198914,0.34415027499198914,0.9963826537132263,0.5984240174293518,0.5984240174293518
43,0.9986048936843872,0.3415854573249817,0.3415854573249817,0.9964461326599121,0.5935418605804443,0.5935418605804443
44,0.998619794845581,0.34072986245155334,0.34072986245155334,0.996760368347168,0.5960907340049744,0.5960907340049744
45,0.9986198544502258,0.33990544080734253,0.33990544080734253,0.9965744614601135,0.6038998961448669,0.6038998961448669
46,0.9986016750335693,0.3419038653373718,0.3419038653373718,0.9970487952232361,0.6065759062767029,0.6065759062767029
47,0.9986326694488525,0.3377158045768738,0.3377158045768738,0.9971413016319275,0.592021644115448,0.592021644115448
48,0.9986469149589539,0.33419567346572876,0.33419567346572876,0.9967424869537354,0.5946561694145203,0.5946561694145203
49,0.9986574649810791,0.331521213054657,0.331521213054657,0.9965954422950745,0.6007861495018005,0.6007861495018005
50,0.9986682534217834,0.33047163486480713,0.33047163486480713,0.9969285130500793,0.6024385094642639,0.6024385094642639
51,0.9986724257469177,0.32936325669288635,0.32936325669288635,0.996441662311554,0.60051029920578,0.60051029920578
52,0.9986851215362549,0.32612180709838867,0.32612180709838867,0.9968250393867493,0.6026578545570374,0.6026578545570374
53,0.9986738562583923,0.33451047539711,0.33451047539711,0.9966986179351807,0.6078913807868958,0.6078913807868958
54,0.998695969581604,0.32553499937057495,0.32553499937057495,0.9964934587478638,0.6011959910392761,0.6011959910392761
55,0.9987021088600159,0.32415756583213806,0.32415756583213806,0.9968449473381042,0.6052150726318359,0.6052150726318359
56,0.9987155199050903,0.32263612747192383,0.32263612747192383,0.9968585968017578,0.6036764979362488,0.6036764979362488
57,0.9987195730209351,0.321834921836853,0.321834921836853,0.9969074726104736,0.6020985841751099,0.6020985841751099
58,0.9987388849258423,0.31924524903297424,0.31924524903297424,0.996941089630127,0.6010571122169495,0.6010571122169495
59,0.9987406134605408,0.31762272119522095,0.31762272119522095,0.9969314336776733,0.6031233668327332,0.6031233668327332
60,0.9987430572509766,0.31689488887786865,0.31689488887786865,0.9969478249549866,0.6027363538742065,0.6027363538742065
61,0.9987449049949646,0.3163997232913971,0.3163997232913971,0.9970495104789734,0.6024355292320251,0.6024355292320251
62,0.9987459778785706,0.3159412145614624,0.3159412145614624,0.9971213936805725,0.6004706025123596,0.6004706025123596
63,0.9987480640411377,0.31440499424934387,0.31440499424934387,0.9969220757484436,0.6017237901687622,0.6017237901687622
64,0.9987518191337585,0.31516218185424805,0.31516218185424805,0.9970135688781738,0.5989336967468262,0.5989336967468262
65,0.9987521767616272,0.31501927971839905,0.31501927971839905,0.9970209002494812,0.5990939140319824,0.5990939140319824
66,0.9987556338310242,0.3140009045600891,0.3140009045600891,0.996926486492157,0.6016803979873657,0.6016803979873657
67,0.9987561106681824,0.3132287859916687,0.3132287859916687,0.9969087839126587,0.6046895384788513,0.6046895384788513
68,0.9987607598304749,0.31308916211128235,0.31308916211128235,0.9971134662628174,0.6012866497039795,0.6012866497039795
69,0.9987614154815674,0.31211814284324646,0.31211814284324646,0.9970721006393433,0.6043859124183655,0.6043859124183655
70,0.9987624287605286,0.31196343898773193,0.31196343898773193,0.9970260858535767,0.6079094409942627,0.6079094409942627
71,0.9987620115280151,0.31181561946868896,0.31181561946868896,0.9970481991767883,0.6016603112220764,0.6016603112220764
72,0.9987629055976868,0.3117711842060089,0.3117711842060089,0.9969285726547241,0.6032764315605164,0.6032764315605164
